Name,p1_head,p1_neck,p1_body,p1_r_arm_up,p1_r_arm_low,p1_r_hand,p1_l_arm_up,p1_l_arm_low,p1_l_hand,p1_r_leg_up,p1_r_leg_low,p1_r_foot,p1_l_leg_up,p1_l_leg_low,p1_l_foot,p1_main_weapon,p1_sub_weapon,p1_special_1,p1_special_2,p1_special_3,p1_special_4,p1_special_5,p1_special_6,p1_special_7,p1_special_8,p1_special_9,p1_special_10,p2_head,p2_neck,p2_body,p2_r_arm_up,p2_r_arm_low,p2_r_hand,p2_l_arm_up,p2_l_arm_low,p2_l_hand,p2_r_leg_up,p2_r_leg_low,p2_r_foot,p2_l_leg_up,p2_l_leg_low,p2_l_foot,p2_main_weapon,p2_sub_weapon,p2_special_1,p2_special_2,p2_special_3,p2_special_4,p2_special_5,p2_special_6,p2_special_7,p2_special_8,p2_special_9,p2_special_10,p3_head,p3_neck,p3_body,p3_r_arm_up,p3_r_arm_low,p3_r_hand,p3_l_arm_up,p3_l_arm_low,p3_l_hand,p3_r_leg_up,p3_r_leg_low,p3_r_foot,p3_l_leg_up,p3_l_leg_low,p3_l_foot,p3_main_weapon,p3_sub_weapon,p3_special_1,p3_special_2,p3_special_3,p3_special_4,p3_special_5,p3_special_6,p3_special_7,p3_special_8,p3_special_9,p3_special_10,p4_head,p4_neck,p4_body,p4_r_arm_up,p4_r_arm_low,p4_r_hand,p4_l_arm_up,p4_l_arm_low,p4_l_hand,p4_r_leg_up,p4_r_leg_low,p4_r_foot,p4_l_leg_up,p4_l_leg_low,p4_l_foot,p4_main_weapon,p4_sub_weapon,p4_special_1,p4_special_2,p4_special_3,p4_special_4,p4_special_5,p4_special_6,p4_special_7,p4_special_8,p4_special_9,p4_special_10,effect_1,effect_2,effect_3,effect_4,effect_5,effect_6,effect_7,effect_8,frame_property,animation_property,sound_effect
Bigmiq_Arrive_End/1,"Miquella,Joke,-12,-405,-3,0,7,1,1,0","Miquella,Neck,-5,-391,6,0,10,1,1,0","Miquella,Body,-11,-268,-2,0,12,1,1,0","Miquella,Arm Up_high,-97,-349,-94,0,8,1,1,0","Miquella,Arm Low,-183,-357,-97,0,7,1,1,0","Miquella,Open_ring,-246,-383,-139,0,7,1,1,0","Miquella,Arm Up,52,-338,61,1,15,1,1,0","Miquella,Arm Low,138,-310,75,1,14,1,1,0","Miquella,Open,203,-315,128,1,13,1,1,0","Miquella,Leg Up,-5,-102,0,0,11,1,1,0",,"Miquella,Foot,-66,-4,2.4,1,17,1,1,0",,,"Miquella,Foot_2,52,-3,11.5,0,19,1,1,0",,,"Miquella,Rope,9,-163,1,0,10,1,1,0","Miquella,Hair_back,-78,-229,-22,0,26,1,1,0","Miquella,Hair_outer,-142,-265,-19,0,25,1,1,0","Miquella,Hair_inner,-10,-220,-29,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hold,,
Bigmiq_Arrive_End/2,"Miquella,Joke,-9,-405,-4,0,7,1,1,0","Miquella,Neck,-3,-391,6,0,10,1,1,0","Miquella,Body,-12,-268,-4,0,12,1,1,0","Miquella,Arm Up_high,-97,-344,-88,0,8,1,1,0","Miquella,Arm Low,-183,-348,-95,0,7,1,1,0","Miquella,Open_ring,-254,-364,-118,0,7,1,1,0","Miquella,Arm Up,52,-335,53,1,15,1,1,0","Miquella,Arm Low,132,-297,71,1,14,1,1,0","Miquella,Open,203,-283,97,1,13,1,1,0","Miquella,Leg Up,-5,-102,0,0,11,1,1,0",,"Miquella,Foot,-66,-4,2.4,1,17,1,1,0",,,"Miquella,Foot_2,52,-3,11.5,0,19,1,1,0",,,"Miquella,Rope,9,-163,1,0,10,1,1,0","Miquella,Hair_back,-77,-229,-24,0,26,1,1,0","Miquella,Hair_outer,-142,-268,-21,0,25,1,1,0","Miquella,Hair_inner,-12,-220,-31,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bigmiq_Arrive_End/3,"Miquella,Joke,-12,-405,-2,0,7,1,1,0","Miquella,Neck,-6,-391,6,0,10,1,1,0","Miquella,Body,-11,-268,-2,0,12,1,1,0","Miquella,Arm Up,-91,-334,-69,0,8,1,1,0","Miquella,Arm Low,-170,-301,-67,0,7,1,1,0","Miquella,Open_ring,-243,-281,-88,0,7,1,1,0","Miquella,Arm Up,52,-326,43,1,15,1,1,0","Miquella,Arm Low,122,-276,61,1,14,1,1,0","Miquella,Open,191,-244,77,1,13,1,1,0","Miquella,Leg Up,-5,-102,0,0,11,1,1,0",,"Miquella,Foot,-66,-4,2.4,1,17,1,1,0",,,"Miquella,Foot_2,52,-3,11.5,0,19,1,1,0",,,"Miquella,Rope,9,-163,1,0,10,1,1,0","Miquella,Hair_back,-79,-223,-19,0,26,1,1,0","Miquella,Hair_outer,-137,-264,-19,0,25,1,1,0","Miquella,Hair_inner,0,-220,-25,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bigmiq_Arrive_End/4,"Miquella,Joke,-14,-405,3,0,7,1,1,0","Miquella,Neck,-6,-391,6,0,10,1,1,0","Miquella,Body,-11,-268,-1,0,12,1,1,0","Miquella,Arm Up,-85,-323,-48,0,8,1,1,0","Miquella,Arm Low,-147,-264,-45,0,7,1,1,0","Miquella,Open_ring,-214,-202,-58,0,7,1,1,0","Miquella,Arm Up,52,-324,33,1,15,1,1,0","Miquella,Arm Low,112,-263,51,1,14,1,1,0","Miquella,Open,187,-203,68,1,13,1,1,0","Miquella,Leg Up,-5,-102,0,0,11,1,1,0",,"Miquella,Foot,-66,-4,2.4,1,17,1,1,0",,,"Miquella,Foot_2,52,-3,11.5,0,19,1,1,0",,,"Miquella,Rope,9,-163,1,0,10,1,1,0","Miquella,Hair_back,-78,-216,-20,0,26,1,1,0","Miquella,Hair_outer,-134,-255,-17,0,25,1,1,0","Miquella,Hair_inner,9,-220,-22,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bigmiq_Arrive_End/5,"Miquella,Joke,-14,-405,3,0,7,1,1,0","Miquella,Neck,-6,-391,6,0,10,1,1,0","Miquella,Body,-11,-268,-1,0,12,1,1,0","Miquella,Arm Up,-80,-320,-43,0,8,1,1,0","Miquella,Arm Low,-126,-245,-23,0,7,1,1,0","Miquella,Open_ring,-214,-202,-58,0,7,1,1,0","Miquella,Arm Up,52,-324,33,1,15,1,1,0","Miquella,Arm Low,109,-259,42,1,14,1,1,0","Miquella,Open,185,-198,68,1,13,1,1,0","Miquella,Leg Up,-5,-102,0,0,11,1,1,0",,"Miquella,Foot,-66,-4,2.4,1,17,1,1,0",,,"Miquella,Foot_2,52,-3,11.5,0,19,1,1,0",,,"Miquella,Rope,9,-163,1,0,10,1,1,0","Miquella,Hair_back,-73,-216,-17,0,26,1,1,0","Miquella,Hair_outer,-126,-251,-13,0,25,1,1,0","Miquella,Hair_inner,20,-220,-18,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bigmiq_Arrive_End/6,"Miquella,Joke,-14,-405,3,0,7,1,1,0","Miquella,Neck,-6,-391,6,0,10,1,1,0","Miquella,Body,-11,-268,-1,0,12,1,1,0","Miquella,Arm Up,-78,-313,-34,0,8,1,1,0","Miquella,Arm Low,-118,-234,-23,0,7,1,1,0","Miquella,Open_ring,-206,-191,-58,0,7,1,1,0","Miquella,Arm Up,52,-324,33,1,15,1,1,0","Miquella,Arm Low,109,-259,42,1,14,1,1,0","Miquella,Open,185,-198,68,1,13,1,1,0","Miquella,Leg Up,-5,-102,0,0,11,1,1,0",,"Miquella,Foot,-66,-4,2.4,1,17,1,1,0",,,"Miquella,Foot_2,52,-3,11.5,0,19,1,1,0",,,"Miquella,Rope,9,-163,1,0,10,1,1,0","Miquella,Hair_back,-70,-216,-17,0,26,1,1,0","Miquella,Hair_outer,-119,-249,-10,0,25,1,1,0","Miquella,Hair_inner,35,-220,-12,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bigmiq/0,"Miquella,Joke,-14,-405,3,0,7,1,1,0","Miquella,Neck,-6,-391,6,0,10,1,1,0","Miquella,Body,-11,-268,-1,0,12,1,1,0","Miquella,Arm Up,-78,-313,-34,0,8,1,1,0","Miquella,Arm Low,-118,-234,-23,0,7,1,1,0","Miquella,Open_ring,-206,-191,-58,0,7,1,1,0","Miquella,Arm Up,52,-324,33,1,15,1,1,0","Miquella,Arm Low,109,-259,42,1,14,1,1,0","Miquella,Open,185,-198,68,1,13,1,1,0","Miquella,Leg Up,-5,-102,0,0,11,1,1,0",,"Miquella,Foot,-66,-4,2.4,1,17,1,1,0",,,"Miquella,Foot_2,52,-3,11.5,0,19,1,1,0",,,"Miquella,Rope,9,-163,1,0,10,1,1,0","Miquella,Hair_back,-70,-216,-17,0,26,1,1,0","Miquella,Hair_outer,-119,-249,-10,0,25,1,1,0","Miquella,Hair_inner,35,-220,-12,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/0,"Miquella,Head,-21,-469,0,0,14,1,1,0","Miquella,Neck,-2,-436,-8,0,16,1,1,0","Miquella,Body,-4,-322,-1,0,12,1,1,0","Miquella,Arm Up,-78,-347,-5,0,8,1,1,0","Miquella,Arm Low,-78,-259,12,0,7,1,1,0","Miquella,Open,-67,-174,9,0,6,1,1,0","Miquella,Arm Up,51,-353,3,1,15,1,1,0","Miquella,Arm Low,76,-266,13,1,14,1,1,0","Miquella,Open Back,100,-191,14,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,12,-181,0,0,10,1,1,0","Miquella,Hair_back,-42,-316,-7,0,25,1,1,0","Miquella,Hair_outer,-129,-316,-14,0,25,1,1,0","Miquella,Hair_inner,56,-311,-1,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/1,"Miquella,Head,-17,-469,-2,0,14,1,1,0","Miquella,Neck,-2,-436,-8,0,16,1,1,0","Miquella,Body,-4,-322,-1,0,12,1,1,0","Miquella,Arm Up,-80,-347,-7,0,8,1,1,0","Miquella,Arm Low,-82,-259,15,0,7,1,1,0","Miquella,Open,-69,-174,5,0,6,1,1,0","Miquella,Arm Up,51,-353,3,1,15,1,1,0","Miquella,Arm Low,84,-272,23,1,14,1,1,0","Miquella,Open Back,116,-197,17,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,12,-181,0,0,10,1,1,0","Miquella,Hair_back,-44,-316,-10,0,25,1,1,0","Miquella,Hair_outer,-135,-320,-18,0,25,1,1,0","Miquella,Hair_inner,52,-311,-6,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/2,"Miquella,Head,-17,-469,-2,0,14,1,1,0","Miquella,Neck,-2,-436,-8,0,16,1,1,0","Miquella,Body,-4,-322,-1,0,12,1,1,0","Miquella,Arm Up,-82,-347,-8,0,8,1,1,0","Miquella,Arm Low,-86,-259,15,0,7,1,1,0","Miquella,Open,-73,-174,2,0,6,1,1,0","Miquella,Arm Up,51,-353,3,1,15,1,1,0","Miquella,Arm Low,88,-272,26,1,14,1,1,0","Miquella,Open Back,132,-201,25,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,12,-181,0,0,10,1,1,0","Miquella,Hair_back,-44,-316,-9,0,25,1,1,0","Miquella,Hair_outer,-131,-320,-16,0,25,1,1,0","Miquella,Hair_inner,52,-311,-6,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/3,"Miquella,Head,-17,-469,-3,0,14,1,1,0","Miquella,Neck,-2,-436,-8,0,16,1,1,0","Miquella,Body,-4,-322,-1,0,12,1,1,0","Miquella,Arm Up,-82,-349,-11,0,8,1,1,0","Miquella,Arm Low,-88,-259,13,0,7,1,1,0","Miquella,Open,-79,-174,2,0,6,1,1,0","Miquella,Arm Up,51,-353,3,1,15,1,1,0","Miquella,Arm Low,100,-272,34,1,14,1,1,0","Miquella,Open Back,152,-207,32,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,12,-181,0,0,10,1,1,0","Miquella,Hair_back,-44,-316,-8,0,25,1,1,0","Miquella,Hair_outer,-131,-320,-14,0,25,1,1,0","Miquella,Hair_inner,52,-311,-5,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/4,"Miquella,Head,-17,-469,-3,0,14,1,1,0","Miquella,Neck,-2,-436,-8,0,16,1,1,0","Miquella,Body,-4,-322,-1,0,12,1,1,0","Miquella,Arm Up,-82,-349,-11,0,8,1,1,0","Miquella,Arm Low,-88,-259,13,0,7,1,1,0","Miquella,Open,-83,-174,-4,0,6,1,1,0","Miquella,Arm Up,51,-353,3,1,15,1,1,0","Miquella,Arm Low,106,-276,44,1,14,1,1,0","Miquella,Open Back,178,-223,54,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,12,-181,0,0,10,1,1,0","Miquella,Hair_back,-44,-316,-8,0,25,1,1,0","Miquella,Hair_outer,-131,-320,-14,0,25,1,1,0","Miquella,Hair_inner,52,-311,-5,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/5,"Miquella,Head_eye_mid,-21,-469,-3,0,14,1,1,0","Miquella,Neck,-6,-436,-5,0,16,1,1,0","Miquella,Body,-6,-322,0,0,12,1,1,0","Miquella,Arm Up,-88,-351,-12,0,8,1,1,0","Miquella,Arm Low,-94,-263,11,0,7,1,1,0","Miquella,Open,-91,-178,-1,0,6,1,1,0","Miquella,Arm Up,51,-353,3,1,15,1,1,0","Miquella,Arm Low,120,-296,61,1,14,1,1,0","Miquella,Open Back,200,-269,81,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,12,-183,2,0,10,1,1,0","Miquella,Hair_back,-48,-316,-8,0,25,1,1,0","Miquella,Hair_outer,-135,-316,-14,0,25,1,1,0","Miquella,Hair_inner,52,-311,-3,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/6,"Miquella,Head_eye_close,-21,-469,-3,0,14,1,1,0","Miquella,Neck,-6,-436,-5,0,16,1,1,0","Miquella,Body,-6,-322,0,0,12,1,1,0","Miquella,Arm Up,-88,-351,-12,0,8,1,1,0","Miquella,Arm Low,-96,-263,8,0,7,1,1,0","Miquella,Open,-99,-178,-4,0,6,1,1,0","Miquella,Arm Up,51,-353,3,1,15,1,1,0","Miquella,Arm Low,120,-304,69,1,14,1,1,0","Miquella,Open Back,200,-293,94,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,12,-183,2,0,10,1,1,0","Miquella,Hair_back,-48,-316,-8,0,25,1,1,0","Miquella,Hair_outer,-135,-316,-14,0,25,1,1,0","Miquella,Hair_inner,52,-311,-3,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/7,"Miquella,Head_eye_mid,-27,-469,2,0,14,1,1,0","Miquella,Neck,-10,-436,-5,0,16,1,1,0","Miquella,Body,-6,-322,1,0,12,1,1,0","Miquella,Arm Up,-90,-347,-12,0,8,1,1,0","Miquella,Arm Low,-100,-259,6,0,7,1,1,0","Miquella,Open,-103,-174,-9,0,6,1,1,0","Miquella,Arm Up,51,-353,3,1,15,1,1,0","Miquella,Arm Low,120,-320,79,1,14,1,1,0","Miquella,Open Back,200,-327,112,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,16,-183,5,0,10,1,1,0","Miquella,Hair_back,-48,-316,-6,0,25,1,1,0","Miquella,Hair_outer,-135,-312,-12,0,25,1,1,0","Miquella,Hair_inner,52,-311,-1,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/8,"Miquella,Head,-27,-469,4,0,14,1,1,0","Miquella,Neck,-10,-436,-5,0,16,1,1,0","Miquella,Body,-6,-322,1,0,12,1,1,0","Miquella,Arm Up,-90,-347,-12,0,8,1,1,0","Miquella,Arm Low,-100,-259,6,0,7,1,1,0","Miquella,Open,-103,-174,-9,0,6,1,1,0","Miquella,Arm Up,57,-347,8,1,15,1,1,0","Miquella,Arm Low,126,-332,90,1,14,1,1,0","Miquella,Open Back,196,-357,140,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,16,-183,5,0,10,1,1,0","Miquella,Hair_back,-44,-316,-4,0,25,1,1,0","Miquella,Hair_outer,-127,-312,-10,0,25,1,1,0","Miquella,Hair_inner,52,-315,-3,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/9,"Miquella,Head,-27,-469,4,0,14,1,1,0","Miquella,Neck,-10,-436,-5,0,16,1,1,0","Miquella,Body,-6,-322,1,0,12,1,1,0","Miquella,Arm Up,-90,-347,-12,0,8,1,1,0","Miquella,Arm Low,-100,-259,6,0,7,1,1,0","Miquella,Open,-103,-174,-9,0,6,1,1,0","Miquella,Arm Up,57,-347,8,1,15,1,1,0","Miquella,Arm Low,108,-368,129,1,14,0.9,0.9,0","Miquella,Open Back,142,-425,166,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,16,-183,5,0,10,1,1,0","Miquella,Hair_back,-44,-316,-4,0,25,1,1,0","Miquella,Hair_outer,-127,-312,-10,0,25,1,1,0","Miquella,Hair_inner,52,-315,-3,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/10,"Miquella,Head,-27,-469,4,0,14,1,1,0","Miquella,Neck,-10,-436,-5,0,16,1,1,0","Miquella,Body,-6,-322,1,0,12,1,1,0","Miquella,Arm Up,-90,-347,-12,0,8,1,1,0","Miquella,Arm Low,-100,-259,6,0,7,1,1,0","Miquella,Open,-103,-174,-9,0,6,1,1,0","Miquella,Arm Up,57,-347,8,1,15,1,1,0","Miquella,Arm Low,108,-362,125,1,14,0.9,0.9,0","Miquella,Open Back,152,-419,155,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,16,-183,5,0,10,1,1,0","Miquella,Hair_back,-44,-316,-4,0,25,1,1,0","Miquella,Hair_outer,-127,-312,-10,0,25,1,1,0","Miquella,Hair_inner,52,-315,-3,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Wave/11,"Miquella,Head,-27,-469,4,0,14,1,1,0","Miquella,Neck,-10,-436,-5,0,16,1,1,0","Miquella,Body,-6,-322,1,0,12,1,1,0","Miquella,Arm Up,-90,-347,-12,0,8,1,1,0","Miquella,Arm Low,-100,-259,6,0,7,1,1,0","Miquella,Open,-103,-174,-9,0,6,1,1,0","Miquella,Arm Up,57,-347,8,1,15,1,1,0","Miquella,Arm Low,100,-362,132,1,14,0.9,0.9,0","Miquella,Open Back,144,-427,157,1,13,1,1,0","Miquella,Leg Up,-1,-136,0,0,13,1,1,0",,"Miquella,Foot,-56,-9,-0.6,1,17,1,1,0",,,"Miquella,Foot_2,58,-10,15.5,0,19,1,1,0",,,"Miquella,Rope,16,-183,5,0,10,1,1,0","Miquella,Hair_back,-44,-316,-4,0,25,1,1,0","Miquella,Hair_outer,-127,-312,-10,0,25,1,1,0","Miquella,Hair_inner,52,-315,-3,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_Tea/0,"Miquella,British,-18,-433,6,0,7,1,1,0","Miquella,Neck,-6,-396,6,0,10,1,1,0","Miquella,Body,-11,-288,-1,0,12,1,1,0","Miquella,Arm Up,-77,-327,-37,0,5,1,1,0","Miquella,Arm Low,-41,-318,99,0,4,1,1,0","Miquella,Fist2,25,-335,107,0,3,1,1,0","Miquella,Arm Up,41,-328,16,1,15,1,1,0","Miquella,Arm Low,70,-241,16,1,14,1,1,0","Miquella,Open,89,-166,19,1,13,1,1,0","Miquella,Leg Up,-4,-117,0,0,14,1,1,0",,"Miquella,Foot,-66,-14,2.4,1,17,1,1,0",,,"Miquella,Foot_2,52,-13,11.5,0,19,1,1,0",,,"Miquella,Rope,9,-167,1,0,10,1,1,0","Miquella,Hair_back,-32,-246,-3,0,26,1,1,0","Miquella,Hair_outer,-96,-256,0,0,25,1,1,0","Miquella,Hair_inner,43,-260,-8,0,26,1,1,0","Miquella,Tophat,-11,-491,5,0,6,1,1,0","Item,Miqkid_cup,58,-334,9,0,5,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smoke,Base 0,53,-360,2,0,6,0.2,0.2,0",,,,,,,,,,
EXCLUDE_comic5_9/0,"Miquella,Attack,22,-419,-3,0,7,1,1,0","Miquella,Neck,25,-402,-5,0,10,1,1,0","Miquella,Body,3,-294,-9,0,12,1,1,0","Miquella,Arm Up,-58,-337,-44,0,8,1,1,0","Miquella,Arm Low,-112,-268,-33,0,7,1,1,0","Miquella,Open_ring,-149,-200,-29,0,6,1,1,0","Miquella,Arm Up,88,-347,91,1,15,1,1,0","Miquella,Arm Low,174,-349,92,1,14,1,1,0","Miquella,Fist,244,-349,96,1,13,1,1,0","Miquella,Leg Up,-16,-124,-9,0,11,1,1,0",,"Miquella,Foot,-101,-24,-7.6,1,17,1,1,0",,,"Miquella,Foot_2,23,-13,11.5,0,19,1,1,0",,,"Miquella,Rope,22,-186,1,0,10,1,1,0","Miquella,Hair_back,-53,-245,-24,0,26,1,1,0","Miquella,Hair_outer,-122,-294,-30,0,25,1,1,0","Miquella,Hair_inner,20,-233,-30,0,26,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCLUDE_comicicon4/0,"Miquella,Eatlove,-23,-422,17,0,7,1,1,0","Miquella,Neck,-3,-401,-5,0,16,1,1,0","Miquella,Body,-8,-296,3,0,12,1,1,0","Miquella,Arm Up,-47,-317,18,0,8,1,1,0","Miquella,Arm Low,0,-313,112,0,7,1,1,0","Miquella,Open_ring,60,-350,131,0,6,1,1,0","Miquella,Arm Up,34,-317,14,1,15,1,1,0","Miquella,Arm Low,62,-323,-223,1,14,1,1,0","Miquella,Open,86,-360,-186,0,13,1,1,0","Miquella,Leg Up,5,-126,1,0,13,1,1,0",,"Miquella,Foot,-60,-15,-7.6,1,17,1,1,0",,,"Miquella,Foot_2,50,-14,9.5,0,19,1,1,0",,,"Miquella,Rope,13,-178,0,0,10,1,1,0","Miquella,Hair_back,-19,-247,4,0,26,1,1,0","Miquella,Hair_outer,-97,-233,4,0,25,1,1,0","Miquella,Hair_inner,50,-243,-7,0,26,1,1,0","Item,Cheesecake,74,-357,-32,1,7,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
